model,gene,top_celltype,zscore
PMC11920466_COAD,MEGF6,Fibroblast,2.19
PMC11920466_COAD,ADAM8,Macrophage,1.98
PMC11920466_COAD,TIMP1,Fibroblast,1.76
PMC11920466_COAD,CLCA1,Endothelial,2.01
PMC11920466_COAD,NOS2,MastCell,2.23
PMC9035888_autophagy_BRCA,EIF4EBP1,Cancer Epithelial,2.09
PMC9035888_autophagy_BRCA,IFNG,T-cells,2.67
PMC9035888_autophagy_BRCA,TP63,Normal Epithelial,2.66
PMC8994655_autophagy_lncRNA_STAD,LINC01094,DC,2.46
PMC8994655_autophagy_lncRNA_STAD,AC005165.1,Fibroblasts,2.56
PMC8994655_autophagy_lncRNA_STAD,LINC00106,Fibroblasts,1.2
PMC7880321_immune_BLCA,AHNAK,Epithelial,1.409999966621399
PMC7880321_immune_BLCA,CALR,Fibroblasts,1.2999999523162842
PMC7880321_immune_BLCA,PLA2G2A,Fibroblasts,1.5
PMC7880321_immune_BLCA,OAS1,Epithelial,1.4900000095367432
PMC7880321_immune_BLCA,CDH1,Epithelial,1.5
PMC7880321_immune_BLCA,PDGFRA,Fibroblasts,1.5
PMC7880321_immune_BLCA,SEMA3F,Endothelial,1.5
PMC7880321_immune_BLCA,RAC3,Fibroblasts,1.190000057220459
PMC7880321_immune_BLCA,IRF5,Epithelial,1.5
PMC7880321_immune_BLCA,CARD11,Epithelial,1.5
PMC12891303_CAF_BLCA,SERPINF1,Fibroblasts,1.399999976158142
PMC12891303_CAF_BLCA,DDR2,Fibroblasts,0.9700000286102296
PMC12891303_CAF_BLCA,SLIT2,Fibroblasts,1.3799999952316284
PMC12891303_CAF_BLCA,HSPG2,Endothelial,1.4600000381469729
PMC12891303_CAF_BLCA,ECM1,Fibroblasts,1.0099999904632568
PMC12891303_CAF_BLCA,RECK,Fibroblasts,1.4500000476837158
PMC11634757_lactylation_STAD,COL4A1,Endothelial,2.2300000190734863
PMC11634757_lactylation_STAD,SLC16A7,Endothelial,1.6200000047683716
PMC11634757_lactylation_STAD,IRAK1,Mono/Macro,2.190000057220459
PMC9578220_chromatin_immune_UCEC,BTNL9,CD8Tex,1.7799999713897705
PMC9578220_chromatin_immune_UCEC,CD40LG,CD4Tconv,2.0299999713897705
PMC9578220_chromatin_immune_UCEC,CD47,Fibroblasts,1.590000033378601
PMC9578220_chromatin_immune_UCEC,HLA-DMB,Fibroblasts,1.2599999904632568
PMC9578220_chromatin_immune_UCEC,HLA-DRB5,Tprolif,1.7899999618530271
PMC9578220_chromatin_immune_UCEC,HLA-G,CD8Tex,1.2999999523162842
PMC9578220_chromatin_immune_UCEC,TNFRSF14,Treg,1.4299999475479126
PMC9578220_chromatin_immune_UCEC,TNFRSF18,Treg,1.940000057220459
PMC9578220_chromatin_immune_UCEC,TNFRSF4,Treg,2.0
PMC12891315_CAF_UCEC,ANLN,Tprolif,1.7100000381469729
PMC12891315_CAF_UCEC,ASPM,Tprolif,2.0399999618530273
PMC12891315_CAF_UCEC,CENPI,Tprolif,1.9800000190734863
PMC12891315_CAF_UCEC,CKAP2L,Tprolif,2.0299999713897705
PMC12891315_CAF_UCEC,DNA2,Tprolif,1.7699999809265137
PMC12891315_CAF_UCEC,KIF14,Tprolif,2.009999990463257
PMC12891315_CAF_UCEC,LTB,Treg,1.649999976158142
PMC12891315_CAF_UCEC,POLQ,Tprolif,2.0399999618530273
PMC12891315_CAF_UCEC,TTK,Tprolif,2.0299999713897705
PMC12891315_CAF_UCEC,CDK16,Fibroblasts,1.940000057220459
PMC12891315_CAF_UCEC,CIT,Tprolif,1.7699999809265137
PMC12891315_CAF_UCEC,SERPING1,Fibroblasts,2.0399999618530273
PMC9614380_aminoacid_KIRC,ACADSB,Epithelial,2.3299999237060547
PMC9614380_aminoacid_KIRC,BCKDHB,Epithelial,2.2799999713897705
PMC9614380_aminoacid_KIRC,CBS,Malignant,1.950000047683716
PMC9614380_aminoacid_KIRC,CSAD,Malignant,1.340000033378601
PMC9614380_aminoacid_KIRC,HAO1,Erythroblasts,1.909999966621399
PMC9614380_aminoacid_KIRC,HIBCH,Epithelial,2.0899999141693115
PMC9614380_aminoacid_KIRC,HOGA1,Epithelial,2.359999895095825
PMC9614380_aminoacid_KIRC,IL4I1,Mono/Macro,2.2799999713897705
PMC9614380_aminoacid_KIRC,IYD,Epithelial,2.4700000286102295
PMC9614380_aminoacid_KIRC,NNMT,Malignant,2.2699999809265137
PMC9614380_aminoacid_KIRC,PSAT1,Epithelial,2.3299999237060547
PMC9614380_aminoacid_KIRC,PYCR1,Erythroblasts,1.75
PMC9614380_aminoacid_KIRC,RIMKLA,Malignant,2.430000066757202
PMC9614380_aminoacid_KIRC,RPL13,CD8T,1.8200000524520872
PMC9614380_aminoacid_KIRC,RPL22L1,Plasma,1.2100000381469729
PMC9614380_aminoacid_KIRC,RPL36A,CD8T,2.0
PMC9614380_aminoacid_KIRC,SLC5A5,Mono/Macro,1.5700000524520874
PMC11310873_lncRNA_LUAD,LINC01352,B,0.8999999761581421
PMC11310873_lncRNA_LUAD,LINC00968,B,1.1200000047683716
PMC9843944_autophagy_LUAD,APOL1,CD8T,1.1200000047683716
PMC9843944_autophagy_LUAD,ARSA,CD8T,0.7699999809265137
PMC9843944_autophagy_LUAD,ATG10,CD4Tconv,0.959999978542328
PMC9843944_autophagy_LUAD,ATG12,CD8T,0.6600000262260437
PMC9843944_autophagy_LUAD,ATG4A,CD8T,1.149999976158142
PMC9843944_autophagy_LUAD,BCL2L1,CD8T,1.1200000047683716
PMC9843944_autophagy_LUAD,BNIP3L,B,1.149999976158142
PMC9843944_autophagy_LUAD,CAPNS1,CD8T,1.1399999856948853
PMC9843944_autophagy_LUAD,CX3CL1,CD8T,0.959999978542328
PMC9843944_autophagy_LUAD,DAPK2,CD8T,1.149999976158142
PMC9843944_autophagy_LUAD,EEF2K,CD8T,1.149999976158142
PMC9843944_autophagy_LUAD,EIF2S1,CD8T,1.1200000047683716
PMC9843944_autophagy_LUAD,EIF4G1,CD8T,1.149999976158142
PMC9843944_autophagy_LUAD,GNAI3,CD8T,1.1299999952316284
PMC9843944_autophagy_LUAD,KLHL24,B,1.1299999952316284
PMC9843944_autophagy_LUAD,MAPK8IP1,B,1.100000023841858
PMC9843944_autophagy_LUAD,MBTPS2,B,0.9300000071525574
PMC9843944_autophagy_LUAD,NLRC4,B,1.100000023841858
PMC9843944_autophagy_LUAD,PRKCD,B,1.1200000047683716
PMC9843944_autophagy_LUAD,RELA,CD8T,0.9200000166893004
PMC9843944_autophagy_LUAD,SIRT2,CD8T,1.149999976158142
PMC9843944_autophagy_LUAD,SPHK1,CD8T,1.149999976158142
PMC9843944_autophagy_LUAD,ST13,B,0.8899999856948853
PMC8379743_m6A_LUAD,CLEC3B,CD4Tconv,1.149999976158142
PMC8379743_m6A_LUAD,TENM3,B,0.8500000238418579
PMC8379743_m6A_LUAD,IGF2BP1,B,0.6600000262260437
PMC8379743_m6A_LUAD,E2F7,CD8T,1.149999976158142
PMC8379743_m6A_LUAD,ANLN,CD8T,1.149999976158142
PMC8379743_m6A_LUAD,ANKRD18B,CD4Tconv,1.0700000524520874
PMC8379743_m6A_LUAD,FBN2,B,1.0700000524520874
PMC9618960_ICD_LGG,IL17RA,Mono/Macro,2.3399999141693115
PMC9618960_ICD_LGG,IL1R1,MES-like Malignant,2.359999895095825
PMC9618960_ICD_LGG,EIF2AK3,AC-like Malignant,1.5299999713897705
PMC9618960_ICD_LGG,CD4,Mono/Macro,2.2100000381469727
PMC9618960_ICD_LGG,PRF1,CD8Tex,2.4700000286102295
PMC9618960_ICD_LGG,CXCR3,CD8Tex,2.4700000286102295
PMC9618960_ICD_LGG,CD8A,CD8Tex,2.4700000286102295
PMC9618960_ICD_LGG,BAX,CD8Tex,1.1200000047683716
PMC9618960_ICD_LGG,PDIA3,MES-like Malignant,1.2699999809265137
PMC9618960_ICD_LGG,CASP8,CD8Tex,2.440000057220459
PMC9618960_ICD_LGG,MYD88,MES-like Malignant,1.0
PMC9618960_ICD_LGG,CASP1,Mono/Macro,1.6200000047683716
PMC10932653_chromatin_HCC,BMI1,Malignant cells,1.32
PMC10932653_chromatin_HCC,CBX2,TECs,1.91
PMC10932653_chromatin_HCC,MRGBP,Malignant cells,1.95
PMC10662873_anoikis_HCC,BSG,CAFs,1.3
PMC10662873_anoikis_HCC,PLK1,Malignant cells,1.94
PMC10662873_anoikis_HCC,SPP1,TAMs,1.39
PMC10662873_anoikis_HCC,PBK,Malignant cells,2.02
PMC10662873_anoikis_HCC,NQO1,Malignant cells,1.41
PMC10531437_lipid_ERstress_CRC,MMP3,Fibroblast,1.86
PMC10531437_lipid_ERstress_CRC,HSPA8,Fibroblast,1.0
PMC10531437_lipid_ERstress_CRC,PTGIS,Fibroblast,2.27
PMC10531437_lipid_ERstress_CRC,CPT2,MastCell,1.44
PMC10531437_lipid_ERstress_CRC,GPI,Epithelial,1.2
PMC10531437_lipid_ERstress_CRC,CDKN2A,Fibroblast,1.41
PMC10531437_lipid_ERstress_CRC,SPP1,Macrophage,2.19
PMC10531437_lipid_ERstress_CRC,GRP,Bcell,2.27
PMC10531437_lipid_ERstress_CRC,APOE,Macrophage,1.38
PMC10531437_lipid_ERstress_CRC,CHGA,Bcell,1.51
PMC10531437_lipid_ERstress_CRC,CAV1,Endothelial,1.69
PMC10531437_lipid_ERstress_CRC,GSTM1,Bcell,1.85
PMC10531437_lipid_ERstress_CRC,VEGFA,Endothelial,1.5
PMC10531437_lipid_ERstress_CRC,LAMA2,Fibroblast,2.13
PMC10531437_lipid_ERstress_CRC,TIMP1,Fibroblast,1.76
PMC10531437_lipid_ERstress_CRC,AGRN,Endothelial,1.99
PMC10531437_lipid_ERstress_CRC,HSPA1A,Fibroblast,1.9
PMC10531437_lipid_ERstress_CRC,SNAP25,Epithelial,1.7
PMC11085026_ESR_BRCA,ELOVL2,Cancer Epithelial,2.34
PMC11085026_ESR_BRCA,IFNG,T-cells,2.67
PMC11085026_ESR_BRCA,IGF2BP1,Cancer Epithelial,2.34
PMC11085026_ESR_BRCA,MAP2K6,Normal Epithelial,2.08
PMC11085026_ESR_BRCA,MZB1,Plasmablasts,2.66
PMC11085026_ESR_BRCA,PCSK6,Normal Epithelial,2.05
PMC11085026_ESR_BRCA,PCSK9,CAFs,1.87
PMC11085026_ESR_BRCA,POP1,Cancer Epithelial,2.31
PMC10791883_CAF_BRCA,C1S,CAFs,2.53
PMC10791883_CAF_BRCA,CCDC8,CAFs,1.9
PMC10791883_CAF_BRCA,COL12A1,CAFs,2.58
PMC10791883_CAF_BRCA,CTSO,CAFs,1.97
PMC10791883_CAF_BRCA,IGFBP6,CAFs,2.61
PMC10791883_CAF_BRCA,MFAP4,CAFs,2.63
PMC10791883_CAF_BRCA,NT5E,CAFs,2.02
PMC10791883_CAF_BRCA,OSMR,PVL,1.47
PMC10791883_CAF_BRCA,PDLIM4,Normal Epithelial,2.27
PMC10791883_CAF_BRCA,RUNX1,Normal Epithelial,1.78
PMC10791883_CAF_BRCA,SAV1,Normal Epithelial,1.42
PMC10791883_CAF_BRCA,SDC1,Plasmablasts,1.46
PMC10791883_CAF_BRCA,SGCE,CAFs,2.04
PMC10791883_CAF_BRCA,TLN2,CAFs,1.76
PMC10140328_CAF_BLCA,LRP1,Fibroblasts,1.46
PMC10140328_CAF_BLCA,ANXA5,Myofibroblasts,0.84
PMC10140328_CAF_BLCA,SERPINE2,Fibroblasts,1.4
PMC10140328_CAF_BLCA,ECM1,Fibroblasts,1.01
PMC10140328_CAF_BLCA,RBP1,Fibroblasts,1.3
PMC10140328_CAF_BLCA,GJA1,Fibroblasts,1.05
PMC10140328_CAF_BLCA,FKBP10,Fibroblasts,1.21
PMC12354743_NETs_Glioma,MAPK1,AC-like Malignant,1.899999976158142
PMC12354743_NETs_Glioma,P2RX1,AC-like Malignant,1.9600000381469729
PMC12354743_NETs_Glioma,PARVB,Mono/Macro,1.899999976158142
PMC12354743_NETs_Glioma,STAT3,OPC-like Malignant,1.5199999809265137
PMC10980369_ERstress_SKCM,ZBP1,Plasma,1.2999999523162842
PMC10980369_ERstress_SKCM,DIABLO,Tprolif,1.8600000143051147
PMC10980369_ERstress_SKCM,GNLY,NK,2.7100000381469727
PMC10980369_ERstress_SKCM,FASLG,CD8Tex,1.7300000190734863
PMC10980369_ERstress_SKCM,AURKA,Tprolif,2.8299999237060547
PMC10980369_ERstress_SKCM,TNFRSF21,DC,2.819999933242798
PMC10980369_ERstress_SKCM,CD40LG,CD4Tconv,1.9800000190734863
PMC9361349_DNArepair_SKCM,TYMS,Tprolif,2.8399999141693115
PMC9361349_DNArepair_SKCM,SNAPC5,Tprolif,1.940000057220459
PMC9361349_DNArepair_SKCM,CMPK2,CD8Tex,1.440000057220459
PMC9361349_DNArepair_SKCM,PDE4B,DC,1.840000033378601
PMC9361349_DNArepair_SKCM,HCLS1,Treg,0.8999999761581421
PMC9361349_DNArepair_SKCM,NME1,Tprolif,2.240000009536743
PMC9361349_DNArepair_SKCM,POLR2A,DC,1.350000023841858
PMC9361349_DNArepair_SKCM,COX17,Tprolif,2.130000114440918
PMC9361349_DNArepair_SKCM,LIG1,Tprolif,2.7899999618530273
PMC9361349_DNArepair_SKCM,POLE4,Tprolif,2.1700000762939453
PMC9361349_DNArepair_SKCM,GTF2H1,Tprolif,1.2300000190734863
PMC9361349_DNArepair_SKCM,AK1,CD8Tex,1.149999976158142
PMC12179157_PANoptosis_SKCM,CTSS,Mono/Macro,2.319999933242798
PMC12179157_PANoptosis_SKCM,ADAMDEC1,Mono/Macro,2.7899999618530273
PMC12179157_PANoptosis_SKCM,CMAHP,Tprolif,1.6799999475479126
PMC12179157_PANoptosis_SKCM,CD69,B,1.4700000286102295
PMC12179157_PANoptosis_SKCM,PIM2,Treg,1.6299999952316284
PMC12179157_PANoptosis_SKCM,CRIP1,Tprolif,2.2100000381469727
PMC12179157_PANoptosis_SKCM,LSP1,Tprolif,1.2599999904632568
PMC12179157_PANoptosis_SKCM,BCL11B,CD8T,1.1200000047683716
PMC12179157_PANoptosis_SKCM,CCR7,B,2.0799999237060547
PMC10076677_anoikis_lncRNA_OS,MEF2C-AS1,Fibroblasts,2.1500000953674316
PMC10076677_anoikis_lncRNA_OS,TBX2-AS1,Fibroblasts,2.4700000286102295
PMC13355270_mitophagy_BLCA,NTN4,Epithelial,0.9100000262260436
PMC13355270_mitophagy_BLCA,AKR1B1,Epithelial,1.159999966621399
PMC13355270_mitophagy_BLCA,FBXW7,Endothelial,1.2000000476837158
PMC13355270_mitophagy_BLCA,MYH10,Fibroblasts,1.4900000095367432
PMC13355270_mitophagy_BLCA,IGF2BP3,Epithelial,1.5
PMC12055729_lactylation_UCEC,SCGB2A1,Fibroblasts,2.0399999618530273
PMC9870742_anoikis_LUAD,CDH2,B,1.149999976158142
PMC9870742_anoikis_LUAD,PARP1,B,1.1399999856948853
PMC9870742_anoikis_LUAD,LAMB3,CD8T,1.149999976158142
PMC9870742_anoikis_LUAD,ANGPTL4,CD8T,1.149999976158142
PMC9870742_anoikis_LUAD,PPARG,CD8T,1.149999976158142
PMC9870742_anoikis_LUAD,PAK1,CD8T,0.8600000143051147
PMC9870742_anoikis_LUAD,CAV1,CD8T,1.1299999952316284
PMC9870742_anoikis_LUAD,PLAT,CD8T,1.1100000143051147
PMC9870742_anoikis_LUAD,FGF2,B,1.0
PMC9870742_anoikis_LUAD,ITGA8,CD8T,1.149999976158142
PMC9870742_anoikis_LUAD,ITGB4,CD8T,1.149999976158142
PMC9870742_anoikis_LUAD,HMGA1,B,1.100000023841858
PMC9870742_anoikis_LUAD,SLC2A1,CD8T,1.100000023841858
PMC9870742_anoikis_LUAD,PLK1,CD8T,0.800000011920929
PMC9870742_anoikis_LUAD,TIMP1,CD8T,1.1100000143051147
PMC9870742_anoikis_LUAD,PBK,CD8T,1.0499999523162842
PMC8291813_cGASSTING_STAD,IL6,Mono/Macro,1.5700000524520874
PMC8291813_cGASSTING_STAD,NFKB2,Mast,1.7999999523162842
PMC8291813_cGASSTING_STAD,TRIM25,Endothelial,2.4000000953674316
PMC9468367_ICD_lncRNA_HCC,LINC01224,Malignant cells,2.03
PMC9468367_ICD_lncRNA_HCC,GABPB1-AS1,T cells,1.78
PMC9720162_ICD_lncRNA_HCC,TMEM220-AS1,Malignant cells,2.0
PMC9720162_ICD_lncRNA_HCC,LINC01554,Malignant cells,2.0
PMC10616163_chromatin_HCC,PPARGC1A,Malignant cells,2.03
PMC10616163_chromatin_HCC,DUSP1,TAMs,1.35
PMC10616163_chromatin_HCC,APOBEC3A,TAMs,2.02
PMC10616163_chromatin_HCC,HDAC11,Malignant cells,1.52
PMC10616163_chromatin_HCC,HMGB2,T cells,1.59
PMC10616163_chromatin_HCC,APOBEC3B,B cells,1.72
PMC11866598_telomere_HCC,ASF1A,T cells,1.69
PMC11866598_telomere_HCC,CDCA8,Malignant cells,1.92
PMC11866598_telomere_HCC,HMMR,Malignant cells,1.76
PMC11866598_telomere_HCC,IPO13,Malignant cells,1.48
PMC11866598_telomere_HCC,MT3,TAMs,1.91
PMC11866598_telomere_HCC,MYCN,TECs,2.0
PMC11866598_telomere_HCC,PPM1G,Malignant cells,1.39
PMC11866598_telomere_HCC,RAD54B,Malignant cells,1.63
PMC11866598_telomere_HCC,RRAGC,TAMs,1.41
PMC11866598_telomere_HCC,RTN3,TAMs,0.85
PMC11866598_telomere_HCC,RUVBL1,Malignant cells,1.46
PMC11866598_telomere_HCC,SAP30,TAMs,1.62
PMC11866598_telomere_HCC,SLC7A11,Malignant cells,1.89
PMC11866598_telomere_HCC,SMG5,Malignant cells,1.81
PMC11866598_telomere_HCC,TALDO1,Malignant cells,1.27
PMC11866598_telomere_HCC,TCOF1,TAMs,1.91
PMC11866598_telomere_HCC,TRAPPC4,Malignant cells,1.08
PMC11866598_telomere_HCC,UAP1L1,TAMs,1.86
PMC9636133_mitophagy_CRC,AMBRA1,Fibroblast,1.34
PMC9636133_mitophagy_CRC,ATG14,Macrophage,1.07
PMC9636133_mitophagy_CRC,MAP1LC3A,Fibroblast,2.02
PMC9636133_mitophagy_CRC,MAP1LC3B,Epithelial,1.03
PMC9636133_mitophagy_CRC,OPTN,MastCell,1.08
PMC9636133_mitophagy_CRC,VDAC1,Epithelial,1.53
PMC9636133_mitophagy_CRC,ATG5,Endothelial,1.82
PMC9636133_mitophagy_CRC,CSNK2A2,Tcell,1.6
PMC9636133_mitophagy_CRC,MFN1,Endothelial,1.29
PMC9636133_mitophagy_CRC,TOMM22,Endothelial,1.36
PMC9523360_telomere_KIRC,ISG15,Endothelial,1.3799999952316284
PMC9523360_telomere_KIRC,RFC2,Malignant,2.130000114440918
PMC9523360_telomere_KIRC,TRIM15,Malignant,2.450000047683716
PMC9523360_telomere_KIRC,NEK6,Malignant,1.899999976158142
PMC9523360_telomere_KIRC,PRKCQ,CD8T,2.380000114440918
PMC9523360_telomere_KIRC,ATP1A1,Epithelial,1.4299999475479126
PMC9523360_telomere_KIRC,ELOVL3,Endothelial,2.440000057220459
PMC9523360_telomere_KIRC,TUBB2B,Epithelial,2.359999895095825
PMC9523360_telomere_KIRC,PLCL1,Epithelial,1.600000023841858
PMC9523360_telomere_KIRC,NR1H3,Mono/Macro,1.6200000047683716
PMC8791745_hypoxia_lncRNA_HNSCC,AC144831.1,Mono/Macro,2.48
PMC8791745_hypoxia_lncRNA_HNSCC,MIAT,CD8Tex,1.85
PMC8791745_hypoxia_lncRNA_HNSCC,MSC-AS1,Tprolif,2.27
PMC12971589_CAF_OSCC,THBS1,Endothelial,1.98
PMC12971589_CAF_OSCC,SLFN11,Treg,1.58
PMC12971589_CAF_OSCC,TSPAN11,Mono/Macro,2.52
PMC12971589_CAF_OSCC,ADAMTS15,Epithelial,2.45
PMC12971589_CAF_OSCC,CCR7,Mast,1.99
PMC12971589_CAF_OSCC,AQP1,Endothelial,3.01
PMC12971589_CAF_OSCC,IL13RA2,Malignant,2.7
PMC12971589_CAF_OSCC,SERPINB7,Malignant,3.0
PMC10599730_ERstress_OSCC,IBSP,Endothelial,2.44
PMC10599730_ERstress_OSCC,RDM1,Treg,3.0
PMC10599730_ERstress_OSCC,RBP4,Endothelial,2.76
PMC10287976_chromatin_UVM,RUVBL1,CD8Tex,1.3
PMC10287976_chromatin_UVM,SIRT3,CD8T,2.1
PMC10287976_chromatin_UVM,SMARCD3,CD8T,1.91
PMC9709208_ICD_UVM,CASP8,CD8Tex,2.11
PMC9709208_ICD_UVM,ENTPD1,CD8Tex,1.71
PMC9709208_ICD_UVM,FOXP3,CD8Tex,1.94
PMC9709208_ICD_UVM,IL6,Endothelial,2.01
PMC9709208_ICD_UVM,LY96,Mono/Macro,2.0
PMC12078231_ubiquitination_ALL,ATL2,Tprolif,1.88
PMC12078231_ubiquitination_ALL,MKRN1,Erythrocytes,2.24
PMC12078231_ubiquitination_ALL,FBXW8,Malignant,1.45
PMC12078231_ubiquitination_ALL,FBXO8,Erythrocytes,1.87
PMC12078231_ubiquitination_ALL,DCAF16,Tprolif,1.73
PMC12078231_ubiquitination_ALL,WSB1,Malignant,1.65
PMC12078231_ubiquitination_ALL,CHFR,Tprolif,1.58
PMC12078231_ubiquitination_ALL,MDM2,Malignant,2.17
PMC12078231_ubiquitination_ALL,SOCS2,Malignant,2.23
PMC8464158_glycolysis_lncRNA_OV,AC133644.2,Tprolif,1.82
PMC8464158_glycolysis_lncRNA_OV,LINC00240,Epithelial,2.0
PMC8464158_glycolysis_lncRNA_OV,TMEM254-AS1,Myofibroblasts,1.29
PMC11550951_cuproptosis_lncRNA_PRAD,AC010896.1,Fibroblasts,1.93
PMC11550951_cuproptosis_lncRNA_PRAD,AC016394.2,Fibroblasts,1.63
PMC11550951_cuproptosis_lncRNA_PRAD,SNHG9,Epithelial,1.62
PMC12504172_nucleotide_MB,EIF4EBP1,Neutrophils,1.25
PMC12504172_nucleotide_MB,PRKDC,Malignant,1.48
PMC12504172_nucleotide_MB,SCARB1,Mono/Macro,1.47
PMC12504172_nucleotide_MB,COL4A5,Malignant,1.5
PMC12504172_nucleotide_MB,SMN1,Malignant,1.46
PMC12504172_nucleotide_MB,FASN,Malignant,1.49
PMC12504172_nucleotide_MB,PLPBP,Neutrophils,1.25
PMC12504172_nucleotide_MB,PTPN1,CD8T,0.86
PMC12504172_nucleotide_MB,ATAD3A,Malignant,1.34
PMC12504172_nucleotide_MB,APTX,Malignant,1.34
PMC12504172_nucleotide_MB,EIF2AK3,Malignant,1.07
PMC12504172_nucleotide_MB,LYST,Neutrophils,1.45
PMC12504172_nucleotide_MB,PDE4D,Malignant,1.23
PMC12504172_nucleotide_MB,HDAC8,Malignant,1.39
PMC12504172_nucleotide_MB,PINK1,Malignant,0.77
PMC10900655_lactylation_CRC,HSPA1B,Endothelial,1.07
PMC10900655_lactylation_CRC,LGALS4,Epithelial,2.06
PMC10900655_lactylation_CRC,HSPB1,Fibroblast,1.66
PMC10900655_lactylation_CRC,ARPC1B,Endothelial,1.49
PMC10900655_lactylation_CRC,ACTG1,Fibroblast,0.73
PMC10900655_lactylation_CRC,LEPROTL1,Tcell,1.96
PMC10900655_lactylation_CRC,HMGN2,Endothelial,1.68
PMC10900655_lactylation_CRC,SFPQ,MastCell,1.77
PMC10900655_lactylation_CRC,RBM3,Endothelial,2.1
PMC10900655_lactylation_CRC,SLC2A3,Endothelial,1.34
PMC10900655_lactylation_CRC,LY6E,Fibroblast,1.77
PMC10900655_lactylation_CRC,ARL4C,Tcell,1.39
PMC10900655_lactylation_CRC,UBE2I,Epithelial,1.13
PMC10900655_lactylation_CRC,AP2M1,Endothelial,2.09
PMC10900655_lactylation_CRC,TERF2IP,Endothelial,2.09
PMC10900655_lactylation_CRC,H2AFY,Macrophage,1.37
PMC10900655_lactylation_CRC,RAB5C,Macrophage,1.9
PMC10900655_lactylation_CRC,LITAF,Macrophage,1.3
PMC10900655_lactylation_CRC,MED10,Endothelial,2.16
PMC10900655_lactylation_CRC,RBM17,Fibroblast,1.19
PMC10900655_lactylation_CRC,METTL9,Fibroblast,1.25
PMC10900655_lactylation_CRC,NR1H2,Macrophage,2.08
PMC10900655_lactylation_CRC,PTTG1,Tcell,1.6
PMC10807923_anoikis_OV,NTRK2,Myofibroblasts,3.0
PMC10807923_anoikis_OV,FN1,Fibroblasts,2.2100000381469727
PMC10807923_anoikis_OV,MTOR,Malignant,1.690000057220459
PMC10807923_anoikis_OV,IGF1,Fibroblasts,2.2799999713897705
PMC10807923_anoikis_OV,ABHD4,Fibroblasts,2.2100000381469727
PMC10807923_anoikis_OV,HMCN1,Fibroblasts,2.609999895095825
PMC10807923_anoikis_OV,CDKN1B,CD8T,1.4700000286102295
PMC10807923_anoikis_OV,KRAS,Malignant,2.259999990463257
PMC10807923_anoikis_OV,MAVS,Malignant,1.7799999713897705
PMC10807923_anoikis_OV,RB1,Mono/Macro,2.740000009536743
PMC10807923_anoikis_OV,CRYAB,Malignant,1.4199999570846558
PMC10807923_anoikis_OV,LRP1,Fibroblasts,2.690000057220459
PMC10807923_anoikis_OV,LPAR1,Fibroblasts,2.859999895095825
PMC10469923_anoikis_PRAD,EGF,SMC,2.240000009536743
PMC10469923_anoikis_PRAD,MYC,Fibroblasts,1.5099999904632568
PMC10469923_anoikis_PRAD,PLK1,Mono/Macro,2.1500000953674316
PMC10469923_anoikis_PRAD,EZH2,Fibroblasts,1.6699999570846558
PMC10469923_anoikis_PRAD,NOX4,Fibroblasts,2.390000104904175
PMC10469923_anoikis_PRAD,BMP6,Endothelial,2.490000009536743
PMC10469923_anoikis_PRAD,MMP11,Fibroblasts,1.690000057220459
PMC10683111_anoikis_lncRNA_HNSCC,RAB11B-AS1,DC,2.200000047683716
PMC10683111_anoikis_lncRNA_HNSCC,LINC01503,Mono/Macro,2.9800000190734863
PMC9465161_m7G_lncRNA_COAD,LINC01011,Epithelial,2.03
PMC9465161_m7G_lncRNA_COAD,ALMS1-IT1,Epithelial,2.27
PMC9465161_m7G_lncRNA_COAD,ALKBH3-AS1,Epithelial,2.27
PMC9465161_m7G_lncRNA_COAD,LENG8-AS1,Endothelial,2.2
PMC9465161_m7G_lncRNA_COAD,NDUFB2-AS1,Epithelial,1.06
PMC11411761_anoikis_BRCA,YAP1,PVL,1.31
PMC11411761_anoikis_BRCA,PIK3R1,Normal Epithelial,1.57
PMC11411761_anoikis_BRCA,BAK1,Myeloid,2.07
PMC11411761_anoikis_BRCA,PHLDA2,PVL,1.81
PMC11411761_anoikis_BRCA,EDA2R,CAFs,2.38
PMC11411761_anoikis_BRCA,LAMB3,Normal Epithelial,2.51
PMC11411761_anoikis_BRCA,CD24,Cancer Epithelial,2.18
PMC11411761_anoikis_BRCA,SLC2A1,Cancer Epithelial,1.95
PMC11411761_anoikis_BRCA,CDC25C,Cancer Epithelial,2.45
PMC11411761_anoikis_BRCA,SLC39A6,Cancer Epithelial,2.04
PMC10339815_DDR_lncRNA_STAD,LINC00106,Fibroblasts,1.2000000476837158
PMC10339815_DDR_lncRNA_STAD,AL590705.3,Fibroblasts,2.359999895095825
PMC10339815_DDR_lncRNA_STAD,AC007405.3,Epithelial,1.9600000381469729
